"year","country_name","country_code","co2_per_capita","gdp_per_capita","pm2_5","mortality_rate_infant","mortality_rate_neonatal","mortality_rate_under_5","health_expenditure_percent_of_gdp","population","immunization","basic_sanitation","region","income_level"
2012,"HUNGARY","HUN",4.37758218903705,12984.8365730133,18.42206445,4.8,3.2,5.7,7.40815496,9920362,"99","98.002153963048","Europe and Central Asia","High income"
2012,"ICELAND","ISL",5.79921176367877,45995.5478789467,6.191914657,2.1,1.3,2.6,8.18118858,320716,"90","98.7844156277794","Europe and Central Asia","High income"
2012,"INDIA","IND",1.49820412282441,1434.01797842656,86.38168408,40.9,29.4,52,3.32935286,1274487215,"83","48.6803118983771","South Asia","Lower middle income"
2012,"INDONESIA","IDN",1.92545004760659,3668.21208350123,20.06768554,25.9,16.1,31.2,2.91427088,250222695,"82","66.2697088884734","East Asia and Pacific","Upper middle income"
2012,"IRAN, ISLAMIC REP.","IRN",7.2308576752779,8329.00206687522,41.48378839,15.1,11.4,17.5,6.12235117,77324451,"98","86.4018917854094","Middle East and North Africa","Lower middle income"
2012,"IRAQ","IRQ",3.80943176187109,6437.50307624074,53.54775973,27.1,18.7,32.8,2.69039416,33864447,"74","86.4826472215172","Middle East and North Africa","Upper middle income"
2012,"IRELAND","IRL",8.04636035875816,49054.6974340641,9.157206628,3.4,2.5,4,10.62784767,4599533,"92","89.7472090427931","Europe and Central Asia","High income"
2012,"ISRAEL","ISR",9.61547310536628,33156.2283157638,22.35572158,3.4,2.3,4.3,7.08083487,7910500,"96","99.9884574761968","Middle East and North Africa","High income"
2012,"ITALY","ITA",6.32766192019354,35051.5212697703,18.84991698,3.2,2.3,3.8,8.78352833,59539717,"90","99.885637952954","Europe and Central Asia","High income"
2012,"JAMAICA","JAM",2.5215440009247,5365.24214861104,14.82105006,14.1,13.8,16.3,4.88512897,2759817,"93","85.1699524759568","Latin America and Caribbean","Upper middle income"
2012,"JAPAN","JPN",9.82785573811594,49145.2804308193,13.106628,2.2,1,3,10.67169094,127629000,"96","99.9671515810901","East Asia and Pacific","High income"
2012,"JORDAN","JOR",3.34494706846206,4386.4618185538,33.23273929,16.3,11.2,19,7.81799555,7211863,"98","97.8077286027056","Middle East and North Africa","Lower middle income"
2012,"KAZAKHSTAN","KAZ",14.5663225959365,12386.6992652963,24.00908326,14.6,8.7,16.3,3.03725958,16792090,"96","97.5330382592662","Europe and Central Asia","Upper middle income"
2012,"KENYA","KEN",0.296879604689277,1289.78079520061,29.07804791,37.1,22.3,52.2,5.0180583,43725806,"93","32.5150753685583","Sub-Saharan Africa","Lower middle income"
2012,"KIRIBATI","KIR",0.516941711910265,1698.91907044909,9.70650164,47.7,24.7,62.1,8.64540958,111618,"91","41.3181565213342","East Asia and Pacific","Lower middle income"
2012,"KOREA, REP.","KOR",11.95852704987,25466.7605170594,25.79816942,3.3,1.7,3.8,6.13262033,50199853,"99","99.9408768062626","East Asia and Pacific","High income"
2012,"KUWAIT","KWT",25.1324210974698,51271.148649557,69.2648667,8.5,5.2,10,2.33311439,3394663,"99","100","Middle East and North Africa","High income"
2012,"KYRGYZ REPUBLIC","KGZ",1.80945926665716,1177.97525759238,27.65705871,23.1,15.9,26.1,8.50966358,5607200,"98","96.0347136072869","Europe and Central Asia","Lower middle income"
2012,"LAO PDR","LAO",0.502688435953585,1566.00974499584,22.99309691,47.7,27.1,62,2.07637572,6508803,"69","61.6304220236327","East Asia and Pacific","Lower middle income"
2012,"LATVIA","LVA",3.72149107391712,13847.3379393194,15.24810165,5.6,3.5,6.6,5.41047668,2034319,"90","90.5812569807795","Europe and Central Asia","High income"
2012,"LEBANON","LBN",4.53236241673727,8500.1805629531,29.24608686,8.9,6,10.3,7.00114107,5178337,"81","90.0155126489113","Middle East and North Africa","Lower middle income"
2012,"LESOTHO","LSO",1.42092491524384,1205.86000258954,32.54599663,64.8,38.1,86.9,9.22287178,2054718,"91","34.5834307451435","Sub-Saharan Africa","Lower middle income"
2012,"LIBERIA","LBR",0.217960911781409,644.455576742833,49.16699824,68.3,32.3,94.2,8.77101326,4331740,"80","16.9578913961146","Sub-Saharan Africa","Low income"
2012,"LITHUANIA","LTU",3.99153483213082,14367.709424872,13.0260807,4.2,2.5,5.2,6.2759347,2987773,"93","90.1462779351199","Europe and Central Asia","High income"
2012,"LUXEMBOURG","LUX",20.1489417002859,112584.676270958,11.49788129,2.3,1.5,2.8,5.29404306,530946,"99","97.6275881630653","Europe and Central Asia","High income"
2012,"MADAGASCAR","MDG",0.119381317969332,504.173737790664,19.17912129,46.3,24.6,68,3.82249689,22966240,"62","9.57497722568056","Sub-Saharan Africa","Low income"
2012,"MALAWI","MWI",0.0690843116512275,563.061539677727,27.1977447,45.6,24.8,70.5,6.02199793,15581251,"90","27.422603378864","Sub-Saharan Africa","Low income"
2012,"MALAYSIA","MYS",6.92563492128782,10601.5109136826,18.18110773,6.9,4.2,8.1,3.45786357,29660212,"95","95.0221064452663","East Asia and Pacific","Upper middle income"
2012,"MALDIVES","MDV",2.95350919520358,7447.41545439203,12.8234432,10.4,6.5,12.1,8.67304802,387539,"98","90.3241236103808","South Asia","Upper middle income"
2012,"MALI","MLI",0.152028312737626,753.392136831599,63.43015874,74.9,38.5,126.1,3.752177,16514687,"67","32.8816854500786","Sub-Saharan Africa","Low income"
2012,"MALTA","MLT",6.46528326682983,22526.6557801467,14.08691429,5.9,4.5,6.8,8.37802982,420028,"93","99.9646707791624","Middle East and North Africa","High income"
2012,"MARSHALL ISLANDS","MHL",2.66268222132828,3445.31540332931,9.279395317,31,17.6,38,13.03814125,52203,"78","84.5664339716106","East Asia and Pacific","Upper middle income"
2012,"MAURITANIA","MRT",0.647779648212253,1850.38496774479,70.24164945,39.8,27.3,53.4,2.64919329,3636113,"75","36.0288156075821","Sub-Saharan Africa","Lower middle income"
2012,"MAURITIUS","MUS",2.96604298811513,9291.2363790748,14.84558426,12.9,9.4,14.9,4.27675056,1255882,"99","95.0744845618934","Sub-Saharan Africa","Upper middle income"
2012,"MEXICO","MEX",4.20241354590373,10376.0904951074,22.81352392,15.4,8.7,17.9,5.66522121,115755909,"99","86.3134473539737","Latin America and Caribbean","Upper middle income"
2012,"MOLDOVA","MDA",2.84488750225499,3044.80847876248,17.99705557,14.2,12.4,16.6,9.13962078,2860324,"91","78.2681510565517","Europe and Central Asia","Upper middle income"
2012,"MONGOLIA","MNG",6.13873838836048,4402.30452253522,40.46590396,19.4,10.3,22.8,3.85800076,2792349,"99","59.1478903931974","East Asia and Pacific","Lower middle income"
2012,"MONTENEGRO","MNE",3.7570032919702,6586.39868358391,26.06008923,4.7,3.5,5.5,8.29550457,620601,"90","93.8897865095767","Europe and Central Asia","Upper middle income"
2012,"MOROCCO","MAR",1.74129604584338,3164.00463867188,30.42396929,24,17.3,27.9,5.83982801,33352169,"99","79.8028890316832","Middle East and North Africa","Lower middle income"
2012,"MOZAMBIQUE","MOZ",0.148679264792307,667.717789497342,23.59782449,65.4,32.9,96.4,5.24640608,24487611,"85","23.8737014232425","Sub-Saharan Africa","Low income"
2012,"MYANMAR","MMR",0.238240390408375,1161.30596207229,34.9152645,45.1,27,58.2,2.41021132,50218185,"84","69.807531674854","East Asia and Pacific","Lower middle income"
2012,"NAMIBIA","NAM",1.6182000212229,6017.17848780818,27.34520834,38.3,21.6,50.3,9.26659298,2167470,"76","32.8736174504631","Sub-Saharan Africa","Upper middle income"
2012,"NAURU","NRU",4.03102259670624,9675.95926383597,5.209032839,29.5,23.1,36,9.21772289,10444,"96","65.8090174123848","East Asia and Pacific","High income"
2012,"NEPAL","NPL",0.219452897902995,794.092559333496,86.99389723,33.5,24.2,41.5,4.49078751,27330694,"86","48.4581805623339","South Asia","Lower middle income"
2012,"NETHERLANDS","NLD",9.39861278109733,50070.1416045904,13.81230888,3.6,2.7,4.2,10.53898716,16754962,"96","97.7732711548526","Europe and Central Asia","High income"
2012,"NEW ZEALAND","NZL",7.28372768312879,39973.3807587223,6.234547703,5,3.3,6,9.65163612,4408100,"92","100","East Asia and Pacific","High income"
2012,"NICARAGUA","NIC",0.777036208792913,1746.42128913138,21.51418461,18.7,13,21.9,7.48836899,6030607,"99","68.9111598605716","Latin America and Caribbean","Lower middle income"
2012,"NIGER","NER",0.105019898457242,525.047284446867,78.61511118,63.3,33.7,126,4.30732679,17954407,"75","11.4210866098121","Sub-Saharan Africa","Low income"
2012,"NIGERIA","NGA",0.560545509755019,2728.02268335423,67.36461608,82,37.6,131.4,3.35984254,170075932,"42","36.4309333257504","Sub-Saharan Africa","Lower middle income"
2012,"NORTH MACEDONIA","MKD",4.26914709244441,4728.31307850676,36.79534047,9,6.8,10.1,6.61468363,2061044,"96","93.4817532595642","Europe and Central Asia","Upper middle income"
2012,"NORWAY","NOR",7.72532351327758,102175.919298374,7.555663741,2.5,1.8,3,8.77787971,5018573,"94","98.0603773910058","Europe and Central Asia","High income"
2012,"OMAN","OMN",17.1257381039994,24722.6388245874,46.57105523,9.9,5.2,11.5,2.59780169,3535579,"99","97.7533949334276","Middle East and North Africa","High income"
2012,"PAKISTAN","PAK",0.711250896926277,1109.67873521456,65.41081339,67.1,48.2,83,2.20038641,202205861,"63","53.1189631049965","South Asia","Lower middle income"
2012,"PALAU","PLW",12.3704446673353,11835.3839295665,6.820763202,20.1,11.5,21.8,11.63778973,17946,"91","96.3258175864098","East Asia and Pacific","Upper middle income"
2012,"PANAMA","PAN",2.78614766667856,10767.2931788172,14.92315966,15.9,10.4,18.6,6.74132681,3754862,"98","75.2240665703728","Latin America and Caribbean","High income"
2012,"PAPUA NEW GUINEA","PNG",0.611184513386519,2653.09235802432,15.98949513,43.1,25.2,55.2,2.66693544,8026545,"71","18.7198772441434","East Asia and Pacific","Lower middle income"
2012,"PARAGUAY","PRY",0.874070327427751,5621.24402638513,14.56556748,20.6,13,24.4,6.53144598,5923322,"88","84.3575171738242","Latin America and Caribbean","Upper middle income"
2012,"PERU","PER",1.61752150592736,6475.71941703429,30.87318178,14.2,9,18.3,4.74102163,29749589,"94","72.5057117505958","Latin America and Caribbean","Upper middle income"
2012,"PHILIPPINES","PHL",0.878944848360567,2671.77753848888,21.63680867,24.3,14.6,31,4.17709208,98032317,"84","73.2569909040697","East Asia and Pacific","Lower middle income"
2012,"POLAND","POL",7.96968428583604,13010.7569185983,24.60328947,4.7,3.2,5.4,6.22393656,38063164,"98","95.6349967778447","Europe and Central Asia","High income"
2012,"PORTUGAL","PRT",4.58592633423758,20563.7136012629,9.261773306,3,2.1,3.7,9.65393257,10514844,"97","98.9866064300204","Europe and Central Asia","High income"
2012,"QATAR","QAT",39.5821395212157,98041.3622380894,85.96686769,7.5,4.2,8.7,1.74822152,1905660,"97","99.9365476941116","Middle East and North Africa","High income"
2012,"ROMANIA","ROU",4.08034984483774,8930.72991164974,17.84168596,9.5,5.1,11.2,4.73353195,20058035,"94","80.6923947824364","Europe and Central Asia","High income"
2012,"RUSSIAN FEDERATION","RUS",11.7020653683345,15420.8583984375,13.65876761,7.9,4.7,9.9,4.93637609,143201721,"98","87.1234564931594","Europe and Central Asia","Upper middle income"
2012,"RWANDA","RWA",0.0751019295161939,706.139033962179,40.28931528,39,21.5,55.2,8.10667801,10840334,"97","61.7070227174276","Sub-Saharan Africa","Low income"
2012,"SAMOA","WSM",0.999878863741899,3902.31216383906,10.78258779,16.4,7.7,19.1,5.07101011,198124,"76","94.3455123808619","East Asia and Pacific","Lower middle income"
2012,"SAO TOME AND PRINCIPE","STP",0.624986836839999,1319.90083269011,29.38329504,23.9,14.3,30.5,6.47629499,189924,"92","35.8167422474695","Sub-Saharan Africa","Lower middle income"
2012,"SAUDI ARABIA","SAU",15.9780157664397,24069.2033148131,67.67731877,9.3,5.6,10.9,4.01962805,30821543,"98","95.2665787513876","Middle East and North Africa","High income"
2012,"SENEGAL","SEN",0.563383773056991,1334.72591407482,64.50905978,39.7,25.8,59.8,4.26688004,13231833,"83","49.62215098708","Sub-Saharan Africa","Lower middle income"
2012,"SERBIA","SRB",6.36056538914641,6015.94522756969,30.48810995,6.1,4.5,7.1,9.32820415,7199077,"87","96.8433442935029","Europe and Central Asia","Upper middle income"
2012,"SEYCHELLES","SYC",4.79825147503482,12342.5100888728,16.05158537,12.4,8.9,14.4,5.73247623,88303,"98","98.3322807012648","Sub-Saharan Africa","High income"
2012,"SIERRA LEONE","SLE",0.125902488986294,558.179774712445,49.58465165,101,37.5,148,10.59042263,6788587,"86","14.3035858013974","Sub-Saharan Africa","Low income"
2012,"SINGAPORE","SGP",8.22453047443198,55547.5462532391,17.53182291,2.2,1.1,2.8,3.32783675,5312437,"95","100","East Asia and Pacific","High income"
2012,"SLOVAK REPUBLIC","SVK",5.98180812522572,17498.3539002594,20.33063119,5.5,3.3,6.7,7.56544065,5407579,"99","97.9115036501173","Europe and Central Asia","High income"
2012,"SLOVENIA","SVN",7.35169230963674,22641.805122503,18.59905794,2.4,1.7,2.9,8.71509933,2057159,"95","98.7914681764936","Europe and Central Asia","High income"
2012,"SOLOMON ISLANDS","SLB",0.626317671281855,2087.63766215129,11.76206355,21,10.1,24.9,4.85143232,567763,"87","28.8349908442982","East Asia and Pacific","Lower middle income"
2012,"SOUTH AFRICA","ZAF",8.03464925875575,8173.8691381716,29.16575633,31.9,11.3,41.5,8.00428867,53145033,"79","69.8367637621794","Sub-Saharan Africa","Upper middle income"
2012,"SPAIN","ESP",5.77854920958231,28322.9465923276,11.17997141,2.9,2.1,3.6,9.15419865,46773055,"97","99.8919086034315","Europe and Central Asia","High income"
2012,"SRI LANKA","LKA",0.829817672208316,3351.89248871965,22.42414797,8.9,6.1,10.4,3.40384603,21017147,"99","86.5529633528261","South Asia","Lower middle income"
2012,"ST. KITTS AND NEVIS","KNA",4.80021790600708,17293.8060527894,7.966169748,14.6,11.6,17.4,5.00998354,47727,"95","94.2995382754121","Latin America and Caribbean","High income"
2012,"ST. LUCIA","LCA",2.92853677133153,9231.6618274891,20.05991754,18.1,12.9,20.5,5.0001564,173124,"99","83.2177917761972","Latin America and Caribbean","Upper middle income"
2012,"ST. VINCENT AND THE GRENADINES","VCT",2.22791743382401,6754.37018395671,19.92158144,16.8,11.9,18.6,4.45042276,108083,"94","86.2035024227267","Latin America and Caribbean","Upper middle income"
2012,"SUDAN","SDN",0.44955612934229,1797.40075683594,54.8566288,48.6,31.5,71.9,5.68827009,35159792,"85","30.9207582195754","Sub-Saharan Africa","Low income"
2012,"SURINAME","SUR",4.3748107455327,8922.95618613502,25.07836422,19.7,14.1,22.1,4.28435707,558111,"64","84.4670820919635","Latin America and Caribbean","Upper middle income"
2012,"SWEDEN","SWE",4.41169765995117,58037.8213192173,6.170044152,2.4,1.6,3,10.7351532,9519374,"98","99.0173494884618","Europe and Central Asia","High income"
2012,"SWITZERLAND","CHE",5.31666112490889,85836.2076767359,12.71146517,3.8,3.1,4.4,10.24875641,7996861,"93","99.8868721958477","Europe and Central Asia","High income"
2012,"SYRIAN ARAB REPUBLIC","SYR",1.99239329303561,1910.60452580833,31.68059462,23.5,10.5,37.1,3.04719615,22605577,"61","91.6346555091053","Middle East and North Africa","Low income"
2012,"TAJIKISTAN","TJK",0.378966218565172,959.360217500231,41.23014791,35,18.3,40.4,5.98185873,7956382,"94","94.1998395382215","Europe and Central Asia","Lower middle income"
2012,"TANZANIA","TZA",0.200641872348878,854.543212890625,28.91642749,44.1,24.1,65.2,5.01779366,47786137,"97","20.8937174720611","Sub-Saharan Africa","Lower middle income"
2012,"THAILAND","THA",3.7058564536533,5748.63278226959,31.34154258,10.6,7,12.4,3.5229404,69157023,"98","96.0646250489643","East Asia and Pacific","Upper middle income"
2012,"TIMOR-LESTE","TLS",0.264047057334426,1019.96491092367,17.20652719,55.6,26.5,67.2,6.99473858,1137676,"73","47.4069141383308","East Asia and Pacific","Lower middle income"
2012,"TOGO","TGO",0.322782996361148,759.895972175124,45.21821252,55.3,28.5,83.7,4.80787134,6926635,"72","14.4998960284454","Sub-Saharan Africa","Low income"
2012,"TONGA","TON",1.01672527022753,4378.57281498059,10.65130025,11,5.4,12.8,4.79517698,107502,"95","92.6148033309096","East Asia and Pacific","Upper middle income"
2012,"TRINIDAD AND TOBAGO","TTO",15.0290447902896,18961.2335898402,20.21083792,19.2,13.7,21.5,4.87369823,1430377,"85","93.0866187980682","Latin America and Caribbean","High income"
2012,"TUNISIA","TUN",2.60472546895878,4233.91715763666,30.38558265,15.2,12.1,17.7,6.28984737,11174383,"96","88.9338679991843","Middle East and North Africa","Lower middle income"
2012,"TURKIYE","TUR",4.38109750253326,11697.4743620805,27.12238118,13.6,8,15.8,4.44444656,75277439,"96","94.5879589135512","Europe and Central Asia","Upper middle income"
2012,"TURKMENISTAN","TKM",12.2297836730551,6441.88661774322,30.77259876,36.4,22.8,42.2,3.36840105,5458682,"99","96.2286212121482","Europe and Central Asia","Upper middle income"
2012,"TUVALU","TUV",0.902892942693938,3624.98417388766,5.365913304,24.3,14.2,29,13.5962553,10854,"98","83.1286254862922","East Asia and Pacific","Upper middle income"
2012,"UGANDA","UGA",0.11020533625378,796.711139328563,42.79371506,44.5,24.3,66.7,6.10853958,34273295,"80","18.9561823261431","Sub-Saharan Africa","Low income"
2012,"UKRAINE","UKR",6.07786549185186,4004.78979492188,17.5138754,9.1,6.2,10.6,7.11666059,45593342,"79","96.7056439605869","Europe and Central Asia","Lower middle income"
2012,"UNITED ARAB EMIRATES","ARE",20.2756524576141,44386.7860798374,47.64094019,7,4.4,8.2,3.4251945,8664969,"96","99.1178971015922","Middle East and North Africa","High income"
2012,"UNITED KINGDOM","GBR",7.34426092596391,42485.5860695397,11.43181815,4.1,2.9,4.8,9.93235588,63700215,"92","99.1160215787313","Europe and Central Asia","High income"
2012,"UNITED STATES","USA",15.789760151839,51784.4185738837,8.869988146,6,4.1,7.1,16.11693954,313877662,"91","99.825901850785","North America","High income"
2012,"URUGUAY","URY",2.52665795149583,16087.2520777973,9.304554903,8.7,5,10,8.06757545,3371133,"96","95.7386107960273","Latin America and Caribbean","High income"
2012,"UZBEKISTAN","UZB",3.79990260121916,2267.62327535512,39.02130032,21.2,12.8,23.8,5.54822111,29774500,"99","95.0891000468084","Europe and Central Asia","Lower middle income"
2012,"VANUATU","VUT",0.468301251782848,2906.34246130818,12.84788559,23.9,12.2,28.6,3.9356277,257313,"79","51.9829909376533","East Asia and Pacific","Lower middle income"
2012,"VIET NAM","VNM",1.74155084774441,2190.23228396054,23.62616281,18,11.5,22.6,5.00178242,89301326,"96","73.3044674223444","East Asia and Pacific","Lower middle income"
2012,"YEMEN, REP.","YEM",0.801288437486975,1349.99029491959,54.41184561,45.5,28.2,58.9,5.19593525,26223391,"63","50.5189973130114","Middle East and North Africa","Low income"
2012,"ZAMBIA","ZMB",0.273339673256579,1729.64747097057,28.3606157,49.3,26.6,74.5,3.93052912,14744658,"82","30.0534088180325","Sub-Saharan Africa","Lower middle income"
2012,"ZIMBABWE","ZWE",0.901213848338952,1290.19395746702,26.28825071,47,30.1,72.1,6.91794872,13265331,"97","39.9294247255203","Sub-Saharan Africa","Lower middle income"
2013,"VENEZUELA, RB","VEN",6.04673480188247,12433.9807853398,22.52866596,15.1,11.4,17.6,5.5941329,29838021,"85","93.4879568395357","Latin America and Caribbean","Not classified"
2013,"AFGHANISTAN","AFG",0.29808781267706,651.987861948108,58.79165857,57.2,43.1,76.8,8.80596447,31541209,"57","40.564852379778","South Asia","Low income"
2013,"ALBANIA","ALB",1.65638950333875,4413.06339738921,20.05028087,9.3,5.9,10.5,6.27234411,2895092,"99","96.7065621641798","Europe and Central Asia","Upper middle income"
2013,"ALGERIA","DZA",3.65846867891071,5519.77757552373,30.3495654,22.4,16.5,26.1,6.03576279,38000626,"95","86.9868765719694","Middle East and North Africa","Lower middle income"
2013,"ANDORRA","AND",6.67423318900893,44747.7538640509,10.22088866,3.7,2,3.9,6.83291245,71367,"95","100","Europe and Central Asia","High income"
2013,"ANGOLA","AGO",1.0310436355189,5101.98387641128,29.20983831,63.5,32.8,98.3,2.73282695,26147002,"59","44.8547922195447","Sub-Saharan Africa","Lower middle income"
2013,"ANTIGUA AND BARBUDA","ATG",5.34368396668814,13350.149136673,16.94753609,7.1,4.7,8.6,5.50909233,88497,"96","97.377133715389","Latin America and Caribbean","High income"
2013,"ARGENTINA","ARG",4.34225013023383,13080.2547323367,14.70187086,11.4,7.4,12.7,9.78097916,42202935,"94","93.6231264544083","Latin America and Caribbean","Upper middle income"
2013,"ARMENIA","ARM",1.896163384039,3833.15707143416,38.4153887,14.2,8.4,15.9,10.32345009,2901385,"97","92.0907742307547","Europe and Central Asia","Upper middle income"
2013,"AUSTRALIA","AUS",16.7945880965987,68156.3861047269,6.964302296,3.5,2.4,4.1,8.75082779,23128129,"94","99.9972342974155","East Asia and Pacific","High income"
2013,"AUSTRIA","AUT",7.754017978913,50731.1272541851,14.50183038,3.2,2.3,3.9,10.28574848,8479823,"92","99.9804526499749","Europe and Central Asia","High income"
2013,"AZERBAIJAN","AZE",3.28557436862051,7875.3446110554,28.23862769,26.7,16,30.3,3.03672314,9416801,"98","92.4416985929619","Europe and Central Asia","Upper middle income"
2013,"BAHAMAS, THE","BHS",7.27447167120446,27389.6019706988,15.70876377,12.4,7.5,14.4,5.62718821,385650,"92","94.2450378918434","Latin America and Caribbean","High income"
2013,"BAHRAIN","BHR",22.8688416095137,25790.7303121382,64.28454239,6.6,3.2,7.7,4.30853891,1261673,"99","99.9973446210188","Middle East and North Africa","High income"
2013,"BANGLADESH","BGD",0.408788178786231,973.773900233539,66.42738113,34,25.9,42.1,2.75010324,154030139,"91","45.4961634604437","South Asia","Lower middle income"
2013,"BARBADOS","BRB",5.19917649395915,16893.6062702039,20.12125502,13.5,9.7,14.6,7.49560881,276865,"87","95.3551650854515","Latin America and Caribbean","High income"
2013,"BELARUS","BLR",6.34224947425193,7998.07795284714,19.78007712,3.5,1.7,4.6,5.69559479,9443211,"99","96.4677445675185","Europe and Central Asia","Upper middle income"
2013,"BELGIUM","BEL",8.65194718679944,46757.9518559601,14.23228565,3.4,2.3,4.2,10.54895115,11159407,"96","99.4861457738456","Europe and Central Asia","High income"
2013,"BELIZE","BLZ",1.32699716845379,5887.93343545467,22.42094081,14.5,10.8,16.9,5.63784933,344688,"99","86.5747585957408","Latin America and Caribbean","Upper middle income"
2013,"BENIN","BEN",0.453634928841865,1214.29556576578,39.1788092,65.8,32.8,102.3,2.85861254,10308730,"68","15.0147440721455","Sub-Saharan Africa","Lower middle income"
2013,"BHUTAN","BTN",1.24573151741898,2409.43998870348,42.70851915,29.7,20.1,36.3,3.70787191,728889,"94","67.140887988373","South Asia","Lower middle income"
2013,"BOLIVIA","BOL",1.68698792155035,2853.79716191598,26.09198709,28.3,18.9,35.2,5.57465124,10743349,"87","53.1783113817312","Latin America and Caribbean","Lower middle income"
2013,"BOSNIA AND HERZEGOVINA","BIH",6.03937627554934,5025.24065229631,32.95117432,5.6,4.8,6.5,9.44886494,3617559,"92","95.2720381038847","Europe and Central Asia","Upper middle income"
2013,"BOTSWANA","BWA",2.44513272580164,6436.60306321162,25.67039823,39.7,23.3,50.3,6.49913645,2217278,"97","71.6801447936656","Sub-Saharan Africa","Upper middle income"
2013,"BRAZIL","BRA",2.4134465369818,12258.5648491717,13.15581696,14.9,10,16.7,7.9766016,201721767,"98","84.3785142207398","Latin America and Caribbean","Upper middle income"
2013,"BRUNEI DARUSSALAM","BRN",17.5097521994064,43950.0570624107,7.616318907,8.4,4.9,10.2,1.898314,411702,"96","88.5311067942671","East Asia and Pacific","High income"
2013,"BULGARIA","BGR",5.45906018005221,7686.62922249699,21.22186088,7.7,4.5,9.2,7.1426816,7265115,"95","85.9623866060034","Europe and Central Asia","Upper middle income"
2013,"BURKINA FASO","BFA",0.167097517816553,762.303780331201,47.34169055,62.9,29.3,108.7,5.56331587,17636408,"82","19.4816080899317","Sub-Saharan Africa","Low income"
2013,"BURUNDI","BDI",0.0361000266316517,241.547665658082,35.06835865,50.8,25.2,75.7,8.53728485,10149577,"98","45.9106159973544","Sub-Saharan Africa","Low income"
2013,"CABO VERDE","CPV",0.929732933288884,3757.65995326233,42.89778424,19.4,13.9,22.8,5.28994226,539940,"91","66.0992441827563","Sub-Saharan Africa","Lower middle income"
2013,"CAMBODIA","KHM",0.382514750478394,1015.2208813493,28.06749912,30.3,18.3,35.3,7.10386753,14999683,"79","47.5240172212346","East Asia and Pacific","Lower middle income"
2013,"CAMEROON","CMR",0.347933813621414,1559.13904964956,56.76664192,61.6,30.3,96.9,3.63111043,21632850,"83","40.9206144735396","Sub-Saharan Africa","Lower middle income"
2013,"CANADA","CAN",15.8408097562138,52635.1749580433,7.275026619,4.8,3.7,5.5,10.41469765,35082954,"90","99.2616789369925","North America","High income"
2013,"CENTRAL AFRICAN REPUBLIC","CAF",0.0251122973629173,352.226854976587,44.7263164,86.9,34.9,121.1,4.76660204,4802428,"25","16.7250416362785","Sub-Saharan Africa","Low income"
2013,"CHAD","TCD",0.112528284150601,980.083544666224,55.79298325,79.3,36.7,136.9,4.06645298,13216766,"57","11.0657151939012","Sub-Saharan Africa","Low income"
2013,"CHILE","CHL",4.74008312428523,15833.2759194461,22.96134961,7,5.3,8.3,7.44478321,17509925,"90","98.4864536789725","Latin America and Caribbean","High income"
2013,"CHINA","CHN",7.32015492503154,7020.38568208449,63.28657095,9.7,6.4,12.5,4.71490669,1363240000,"99","81.2467982370502","East Asia and Pacific","Upper middle income"
2013,"COLOMBIA","COL",1.68098788159418,8263.64192942212,24.2848162,14.3,9.1,16.7,7.01724052,46237930,"92","86.9433990132741","Latin America and Caribbean","Upper middle income"
2013,"COMOROS","COM",0.274809727864019,1595.98981855871,17.73411712,50.1,31.2,65.8,5.10299349,699393,"85","34.802124546897","Sub-Saharan Africa","Lower middle income"
2013,"CONGO, DEM. REP.","COD",0.0539000662686987,444.864357393335,38.18559351,77.4,30.7,103.3,3.56663275,73460021,"68","18.3953627320994","Sub-Saharan Africa","Low income"
2013,"CONGO, REP.","COG",1.10015273196348,3719.65103717713,41.03303244,39.8,21.6,56.4,1.94347155,4828066,"80","17.7552084286539","Sub-Saharan Africa","Lower middle income"
2013,"COSTA RICA","CRI",1.62342547847402,10633.2665598785,19.18037888,8.2,6.4,9.6,7.68229294,4791535,"91","96.6355955226859","Latin America and Caribbean","Upper middle income"
2013,"COTE D'IVOIRE","CIV",0.386857284358351,1903.0542292873,48.79181091,69.2,37.5,96.9,3.71776772,22469268,"69","29.894622861839","Sub-Saharan Africa","Lower middle income"
2013,"CROATIA","HRV",3.99714358826503,13949.1217681988,20.04200652,4.3,3.2,5.1,6.44103718,4255689,"94","96.2322227648439","Europe and Central Asia","High income"
2013,"CUBA","CUB",2.54997116568281,6814.24384354868,19.19138531,4.7,2.5,5.9,10.43099499,11321579,"99","87.7018476965811","Latin America and Caribbean","Upper middle income"
2013,"CYPRUS","CYP",5.50803449623297,27797.453125,16.29507954,2.5,1.7,3,6.94518471,1166968,"86","99.5063262859759","Europe and Central Asia","High income"
2013,"CZECHIA","CZE",9.78767716870935,20133.1691431353,18.71154684,2.5,1.6,3.2,7.7224946,10514272,"99","99.1354987475892","Europe and Central Asia","High income"
2013,"DENMARK","DNK",7.11686267972613,61191.1937042028,10.4485287,3.5,3,4.1,10.32915878,5614932,"89","99.5972286921987","Europe and Central Asia","High income"
2013,"DJIBOUTI","DJI",0.575032955905462,2102.19794830208,46.26029567,57.6,35.2,69.9,2.92013574,971753,"80","58.8200628177634","Middle East and North Africa","Lower middle income"
2013,"DOMINICA","DMA",2.49059126113428,7240.67911908479,17.79640821,25,22.7,28.5,5.34749842,68819,"93","80.3664248800941","Latin America and Caribbean","Upper middle income"
